Item_ID,รายการสินค้า,จำนวน,มูลค่าต่อหน่วย,มูลค่ารวม
6013,ยางลบ,1003,712.85,714992.48
6014,สมุดโน้ต,3123,3847.62,12016105.52
6015,ยางลบ,3749,1292.35,4845026.64
6016,สมุดโน้ต,3340,2833.59,9464204.41
6017,สมุดโน้ต,3501,3810.76,13341461.24
6018,สมุดโน้ต,2473,1077.54,2664753.88
6019,ยางลบ,4618,1158.25,5348821.27
6020,สมุดโน้ต,2106,914.52,1925984.25
6021,ดินสอ,150,1809.1,271364.71
6022,ดินสอ,1117,580.6,648525.35
6023,ดินสอ,4888,412.3,2015305.25
6024,ยางลบ,2576,1853.63,4774947.02
6025,ปากกาลูกลื่น,3291,1742.0,5732932.15
6026,ยางลบ,772,2011.64,1552983.35
6027,ปากกาลูกลื่น,4390,2327.84,10219212.1
6028,สมุดโน้ต,1970,2194.34,4322852.28
6029,ยางลบ,2882,938.39,2704440.84
6030,ปากกาลูกลื่น,4151,1928.11,8003597.68
6031,ดินสอ,2890,2234.47,6457611.1
6032,ดินสอ,191,1507.01,287839.12
6033,ดินสอ,2110,3089.72,6519311.37
6034,003 / เครื่องฟอกอากาศ,3947,892.27,3521785.39
6035,สมุดโน้ต,3626,3701.65,13422196.31
6036,สมุดโน้ต,4210,2997.74,12620480.4
6037,ดินสอ,3211,2884.39,9261781.1
6038,สมุดโน้ต,3179,963.29,3062300.77
6039,ดินสอ,4718,4357.97,20560904.21
6040,ดินสอ,3263,1586.1,5175442.4
6041,สมุดโน้ต,4993,2666.29,13312761.26
6042,ดินสอ,1915,3467.18,6639652.09
6043,สมุดโน้ต,1099,3609.98,3967363.95
6044,ปากกาลูกลื่น,4843,1726.16,8359796.41
6045,ดินสอ,2575,2983.57,7682689.36
6046,สมุดโน้ต,1561,4989.51,7788621.28
6047,ปากกาลูกลื่น,1522,1523.14,2318222.05
6048,ดินสอ,311,4677.31,1454644.35
6049,ดินสอ,552,4771.53,2633885.67
6050,ยางลบ,284,3110.27,883317.39
6051,สมุดโน้ต,4287,1902.76,8157140.15
6052,003 / เครื่องฟอกอากาศ,348,2835.59,986786.77
6053,ปากกาลูกลื่น,2446,1809.0,4424806.49
6054,ยางลบ,1577,3675.29,5795925.14
6055,ดินสอ,3022,3310.02,10002872.48
6056,สมุดโน้ต,2559,2854.54,7304778.41
6057,ปากกาลูกลื่น,2332,4316.06,10065042.75
6058,ยางลบ,1574,4711.21,7415442.3
6059,ยางลบ,2898,3956.34,11465466.76
6060,003 / เครื่องฟอกอากาศ,3006,2353.28,7073965.47
6061,ปากกาลูกลื่น,4896,1678.93,8220019.57
6062,ยางลบ,867,1696.83,1471155.33
6063,ดินสอ,4595,3386.04,15558851.04
6064,003 / เครื่องฟอกอากาศ,4895,2514.86,12310262.56
6065,ยางลบ,1154,4873.34,5623830.77
6066,ยางลบ,3404,3236.34,11016508.56
6067,ดินสอ,1496,327.92,490568.73
6068,สมุดโน้ต,1968,2975.02,5854840.64
6069,003 / เครื่องฟอกอากาศ,2980,2810.81,8376220.02
6070,ยางลบ,1892,3080.96,5829180.11
6071,ยางลบ,753,2364.33,1780340.91
6072,ยางลบ,4258,854.8,3639739.36
6073,ยางลบ,3280,3560.41,11678142.04
6074,003 / เครื่องฟอกอากาศ,3593,4960.55,17823265.02
6075,ยางลบ,4143,2827.84,11715728.62
6076,สมุดโน้ต,4140,4713.02,19511904.36
6077,ดินสอ,880,1572.75,1384020.64
6078,003 / เครื่องฟอกอากาศ,3496,64.24,224579.82
6079,ปากกาลูกลื่น,699,4445.57,3107451.69
6080,ดินสอ,1316,1810.39,2382476.2
6081,ปากกาลูกลื่น,71,3688.36,261873.82
6082,ดินสอ,1664,1850.23,3078777.56
6083,ยางลบ,800,4851.78,3881423.25
6084,ยางลบ,3100,1331.54,4127787.37
6085,003 / เครื่องฟอกอากาศ,2416,4504.09,10881889.08
6086,ปากกาลูกลื่น,1211,4661.52,5645104.85
6087,ยางลบ,1604,3057.18,4903724.6
6088,003 / เครื่องฟอกอากาศ,2545,348.89,887912.7
6089,003 / เครื่องฟอกอากาศ,4148,4651.2,19293158.97
6090,สมุดโน้ต,2586,1023.76,2647444.64
6091,003 / เครื่องฟอกอากาศ,2061,2461.96,5074093.02
6092,ปากกาลูกลื่น,3643,1948.14,7097085.53
6093,ดินสอ,1845,4873.2,8991050.54
6094,ปากกาลูกลื่น,125,262.79,32848.58
6095,สมุดโน้ต,1348,3438.85,4635564.44
6096,ปากกาลูกลื่น,3951,2895.35,11439539.68
6097,ดินสอ,394,2608.57,1027777.64
6098,003 / เครื่องฟอกอากาศ,2109,1582.97,3338487.03
6099,ดินสอ,3370,2826.58,9525565.6
6100,ยางลบ,1509,4855.97,7327662.79
6101,สมุดโน้ต,2681,2751.66,7377199.26
6102,ปากกาลูกลื่น,1550,1020.97,1582510.29
6103,สมุดโน้ต,1027,1146.08,1177023.19
6104,ดินสอ,2444,2163.83,5288393.14
6105,ปากกาลูกลื่น,3206,749.54,2403038.46
6106,003 / เครื่องฟอกอากาศ,1974,2830.61,5587619.28
6107,สมุดโน้ต,474,3911.14,1853879.86
6108,ยางลบ,3020,3557.7,10744253.57
6109,ปากกาลูกลื่น,791,3832.46,3031474.2
6110,ดินสอ,1099,3430.23,3769826.57
6111,003 / เครื่องฟอกอากาศ,823,946.66,779104.18
6112,ยางลบ,998,451.3,450401.11
6113,ปากกาลูกลื่น,1933,1025.12,1981564.94
6114,ดินสอ,4415,4969.33,21939584.42
6115,ปากกาลูกลื่น,1313,3779.94,4963063.97
6116,ดินสอ,3265,1329.56,4341023.44
6117,ดินสอ,2920,1360.78,3973471.22
6118,ยางลบ,1964,3499.53,6873084.92
6119,ปากกาลูกลื่น,142,2947.83,418592.28
6120,ยางลบ,3831,4308.31,16505152.44
6121,ดินสอ,1522,3710.53,5647421.39
6122,สมุดโน้ต,2233,915.0,2043200.98
6123,ยางลบ,2355,4887.43,11509907.89
6124,ยางลบ,2976,3457.78,10290361.6
6125,ดินสอ,1801,4393.51,7912711.31
6126,ยางลบ,317,1016.52,322237.39
6127,สมุดโน้ต,4415,436.77,1928359.19
6128,003 / เครื่องฟอกอากาศ,3935,4265.17,16783459.59
6129,ดินสอ,3588,4647.53,16675343.31
6130,ปากกาลูกลื่น,3311,230.51,763205.97
6131,สมุดโน้ต,4536,4323.36,19610744.57
6132,003 / เครื่องฟอกอากาศ,783,1373.19,1075210.93
6133,สมุดโน้ต,1083,2189.79,2371546.1
6134,003 / เครื่องฟอกอากาศ,4634,567.36,2629148.55
6135,ปากกาลูกลื่น,1217,254.37,309570.15
6136,ยางลบ,401,4550.3,1824669.26
6137,ปากกาลูกลื่น,1105,3573.04,3948211.19
6138,สมุดโน้ต,797,3635.19,2897249.05
6139,สมุดโน้ต,566,3344.68,1893086.53
6140,ปากกาลูกลื่น,4063,2687.82,10920603.98
6141,003 / เครื่องฟอกอากาศ,3288,4309.8,14170633.32
6142,ดินสอ,4878,4404.43,21484825.63
6143,ยางลบ,587,4672.72,2742884.57
6144,สมุดโน้ต,1449,3094.33,4483677.63
6145,ดินสอ,510,3310.76,1688489.9
6146,003 / เครื่องฟอกอากาศ,1492,85.24,127173.64
6147,003 / เครื่องฟอกอากาศ,3602,2370.1,8537115.76
6148,ดินสอ,3565,3280.58,11695284.96
6149,สมุดโน้ต,806,1108.81,893700.28
6150,ยางลบ,1056,109.18,115294.47
6151,003 / เครื่องฟอกอากาศ,1618,3955.5,6400000.87
6152,ปากกาลูกลื่น,2411,2051.13,4945270.24
6153,003 / เครื่องฟอกอากาศ,1737,4572.74,7942853.18
6154,003 / เครื่องฟอกอากาศ,2829,1011.14,2860515.53
6155,ปากกาลูกลื่น,1172,1651.92,1936050.83
6156,ปากกาลูกลื่น,2614,4807.69,12567295.81
6157,ปากกาลูกลื่น,3493,501.66,1752298.76
6158,สมุดโน้ต,2018,2985.87,6025476.17
6159,003 / เครื่องฟอกอากาศ,4954,1023.86,5072198.9
6160,ปากกาลูกลื่น,68,4867.41,330984.08
6161,ยางลบ,3685,3666.62,13511493.92
6162,003 / เครื่องฟอกอากาศ,1287,659.87,849248.81
6163,ปากกาลูกลื่น,852,3942.92,3359366.4
6164,ดินสอ,733,3205.59,2349694.51
6165,สมุดโน้ต,4628,756.16,3499512.86
6166,ปากกาลูกลื่น,975,3910.0,3812251.34
6167,สมุดโน้ต,3191,2765.03,8823212.25
6168,ยางลบ,3768,3244.88,12226696.87
6169,สมุดโน้ต,3122,4193.02,13090605.14
6170,003 / เครื่องฟอกอากาศ,393,1047.62,411715.78
6171,ยางลบ,4283,2286.94,9794964.67
6172,ยางลบ,3683,4615.95,17000559.63
6173,003 / เครื่องฟอกอากาศ,2682,1106.67,2968078.25
6174,ดินสอ,1299,2215.25,2877616.22
6175,ยางลบ,942,4474.08,4214586.69
6176,สมุดโน้ต,3979,4055.27,16135906.01
6177,ดินสอ,3894,3951.61,15387568.35
6178,003 / เครื่องฟอกอากาศ,3087,1113.6,3437686.3
6179,สมุดโน้ต,3967,668.3,2651154.52
6180,003 / เครื่องฟอกอากาศ,64,2048.51,131104.51
6181,003 / เครื่องฟอกอากาศ,1489,1635.74,2435618.5
6182,003 / เครื่องฟอกอากาศ,1220,3402.56,4151124.31
6183,ยางลบ,2106,4920.16,10361850.89
6184,ดินสอ,3790,4020.29,15236896.91
6185,ปากกาลูกลื่น,4374,4537.77,19848186.0
6186,ปากกาลูกลื่น,420,3409.45,1431970.3
6187,ดินสอ,2496,4121.22,10286566.18
6188,สมุดโน้ต,3476,3079.25,10703485.39
6189,ปากกาลูกลื่น,4148,3384.73,14039839.35
6190,ปากกาลูกลื่น,900,4013.38,3612038.92
6191,สมุดโน้ต,3334,3506.6,11690996.49
6192,ปากกาลูกลื่น,2090,2995.85,6261327.79
6193,ยางลบ,1345,1078.52,1450610.19
6194,003 / เครื่องฟอกอากาศ,1620,3847.54,6233016.85
6195,003 / เครื่องฟอกอากาศ,1362,1557.43,2121222.93
6196,003 / เครื่องฟอกอากาศ,137,4122.68,564807.77
6197,ปากกาลูกลื่น,1999,4449.42,8894398.52
6198,ปากกาลูกลื่น,4701,4402.62,20696736.93
6199,ปากกาลูกลื่น,2195,1373.7,3015276.63
6200,สมุดโน้ต,3784,4909.19,18576391.95
6201,ดินสอ,4232,1644.65,6960163.86
6202,003 / เครื่องฟอกอากาศ,1291,315.22,406950.35
6203,ดินสอ,3062,691.27,2116665.68
6204,ดินสอ,367,972.66,356967.22
6205,สมุดโน้ต,4918,4927.58,24233858.07
6206,สมุดโน้ต,2985,2711.31,8093255.52
6207,สมุดโน้ต,4529,2554.36,11568697.49
6208,ยางลบ,4575,2220.37,10158177.41
6209,ดินสอ,4786,1556.28,7448370.15
6210,สมุดโน้ต,2288,2810.81,6431138.55
6211,003 / เครื่องฟอกอากาศ,680,4972.92,3381586.21
6212,ดินสอ,3696,4630.41,17113979.18
6213,003 / เครื่องฟอกอากาศ,4357,194.73,848430.35
6214,ยางลบ,3622,2756.97,9985747.1
6215,ดินสอ,4313,2222.5,9585649.58
6216,สมุดโน้ต,4265,1536.69,6553994.12
6217,ดินสอ,2836,4012.93,11380672.08
6218,ยางลบ,317,586.23,185834.09
6219,ยางลบ,4647,1782.83,8284823.16
6220,ยางลบ,2074,1762.82,3656094.69
6221,ดินสอ,1123,3844.79,4317700.08
6222,สมุดโน้ต,1510,390.61,589817.52
6223,สมุดโน้ต,1725,2419.27,4173235.55
6224,ปากกาลูกลื่น,3100,4080.54,12649670.32
6225,ยางลบ,653,1673.62,1092872.53
6226,สมุดโน้ต,2637,3517.48,9275597.03
6227,003 / เครื่องฟอกอากาศ,3905,4739.94,18509458.38
6228,สมุดโน้ต,4622,2142.22,9901319.9
6229,สมุดโน้ต,4889,4708.74,23021049.53
6230,ปากกาลูกลื่น,1319,948.93,1251641.62
6231,003 / เครื่องฟอกอากาศ,1154,4322.69,4988387.09
6232,ปากกาลูกลื่น,3121,169.22,528139.44
6233,ดินสอ,103,471.43,48557.53
6234,003 / เครื่องฟอกอากาศ,470,1069.96,502880.53
6235,ปากกาลูกลื่น,4069,3825.82,15567250.15
6236,ยางลบ,1833,721.45,1322416.07
6237,ดินสอ,1195,932.46,1114291.94
6238,003 / เครื่องฟอกอากาศ,1825,4481.7,8179100.8
6239,ปากกาลูกลื่น,1706,3059.05,5218747.0
6240,ยางลบ,1558,1158.08,1804294.45
6241,003 / เครื่องฟอกอากาศ,39,2067.89,80647.7
6242,ปากกาลูกลื่น,320,2433.93,778858.66
6243,003 / เครื่องฟอกอากาศ,4695,1950.91,9159525.13
6244,003 / เครื่องฟอกอากาศ,4353,3987.48,17357503.76
6245,ปากกาลูกลื่น,4160,4757.79,19792416.85
6246,ยางลบ,2136,3632.72,7759495.6
6247,ยางลบ,976,1729.22,1687715.77
6248,003 / เครื่องฟอกอากาศ,2130,4084.28,8699508.16
6249,ดินสอ,4943,1130.72,5589152.87
6250,003 / เครื่องฟอกอากาศ,4993,379.28,1893731.77
6251,ยางลบ,2439,513.92,1253458.82
6252,ดินสอ,136,1687.65,229520.93
6253,ยางลบ,2162,1239.13,2678991.37
6254,ดินสอ,698,791.9,552745.61
6255,ยางลบ,178,195.8,34851.55
6256,สมุดโน้ต,3409,1502.42,5121765.41
6257,ดินสอ,1359,4034.81,5483313.46
6258,ยางลบ,197,43.42,8554.09
6259,ยางลบ,1850,3525.92,6522949.3
6260,ปากกาลูกลื่น,991,2713.7,2689276.74
6261,003 / เครื่องฟอกอากาศ,3973,549.0,2181196.76
6262,ดินสอ,3462,4424.21,15316626.75
6263,003 / เครื่องฟอกอากาศ,2280,4919.56,11216589.24
6264,สมุดโน้ต,2965,534.65,1585248.12
6265,ดินสอ,889,4956.79,4406590.0
6266,ดินสอ,435,3608.77,1569814.93
6267,003 / เครื่องฟอกอากาศ,4352,3203.97,13943666.83
6268,สมุดโน้ต,4517,4444.84,20077324.53
6269,ปากกาลูกลื่น,2278,4261.86,9708515.59
6270,003 / เครื่องฟอกอากาศ,3027,3869.55,11713123.37
6271,ยางลบ,655,940.24,615854.87
6272,สมุดโน้ต,3304,1764.07,5828472.66
6273,สมุดโน้ต,3133,990.37,3102831.85
6274,สมุดโน้ต,772,4589.88,3543384.84
6275,003 / เครื่องฟอกอากาศ,4865,2627.27,12781659.68
6276,ปากกาลูกลื่น,4625,3376.27,15615270.03
6277,ดินสอ,4393,3057.64,13432232.14
6278,สมุดโน้ต,4188,3552.46,14877683.75
6279,สมุดโน้ต,2383,3054.76,7279495.25
6280,สมุดโน้ต,2294,272.34,624738.44
6281,003 / เครื่องฟอกอากาศ,84,621.4,52197.87
6282,003 / เครื่องฟอกอากาศ,2048,3592.89,7358229.95
6283,สมุดโน้ต,3690,863.96,3188003.69
6284,ปากกาลูกลื่น,3368,2164.12,7288758.84
6285,003 / เครื่องฟอกอากาศ,1572,2004.58,3151203.7
6286,003 / เครื่องฟอกอากาศ,228,1224.67,279224.75
6287,ยางลบ,2381,681.36,1622319.28
6288,สมุดโน้ต,4464,2897.38,12933890.22
6289,ยางลบ,2535,3947.85,10007799.37
6290,003 / เครื่องฟอกอากาศ,4852,4029.56,19551439.71
6291,ยางลบ,2032,4201.43,8537300.85
6292,003 / เครื่องฟอกอากาศ,3137,3817.2,11974547.1
6293,003 / เครื่องฟอกอากาศ,333,2682.95,893422.57
6294,ปากกาลูกลื่น,4890,1377.63,6736602.67
6295,สมุดโน้ต,121,3558.12,430532.93
6296,ปากกาลูกลื่น,1640,4222.82,6925421.18
6297,ยางลบ,4847,4839.48,23456940.75
6298,003 / เครื่องฟอกอากาศ,3188,1778.35,5669372.91
6299,003 / เครื่องฟอกอากาศ,1319,1853.94,2445342.77
6300,ดินสอ,4530,1151.59,5216711.31
6301,ปากกาลูกลื่น,4524,3396.52,15365844.89
6302,003 / เครื่องฟอกอากาศ,2778,757.4,2104050.59
6303,ปากกาลูกลื่น,18,1786.98,32165.69
6304,ยางลบ,3252,1564.35,5087261.2
6305,003 / เครื่องฟอกอากาศ,2946,1012.42,2982596.73
6306,ยางลบ,4997,1376.93,6880509.63
6307,ยางลบ,3388,612.54,2075288.21
6308,ดินสอ,1434,4312.27,6183798.76
6309,ยางลบ,2026,3378.76,6845375.83
6310,ยางลบ,4591,1909.85,8768137.14
6311,ยางลบ,3147,4574.65,14396419.99
6312,ดินสอ,2755,2445.25,6736661.35
6313,003 / เครื่องฟอกอากาศ,1193,4220.69,5035280.71
6314,ปากกาลูกลื่น,388,1469.71,570247.43
6315,ปากกาลูกลื่น,3757,2546.86,9568561.04
6316,003 / เครื่องฟอกอากาศ,3132,1227.05,3843117.69
6317,ดินสอ,3226,1877.82,6057839.26
6318,สมุดโน้ต,2993,4523.25,13538094.66
6319,สมุดโน้ต,2945,1275.49,3756308.58
6320,สมุดโน้ต,2510,481.67,1208997.32
6321,ยางลบ,2369,3393.31,8038756.61
6322,ปากกาลูกลื่น,2654,2125.44,5640912.49
6323,ยางลบ,3731,3528.21,13163770.09
6324,ดินสอ,2782,4782.55,13305044.19
6325,ยางลบ,2137,1689.63,3610730.75
6326,ปากกาลูกลื่น,1082,4702.8,5088432.12
6327,003 / เครื่องฟอกอากาศ,1104,3675.8,4058077.9
6328,ดินสอ,2105,980.16,2063231.39
6329,ดินสอ,1365,920.93,1257065.21
6330,ดินสอ,643,3971.84,2553895.58
6331,ปากกาลูกลื่น,2579,1662.31,4287093.1
6332,ดินสอ,4871,2544.79,12395651.42
6333,ยางลบ,673,3702.73,2491938.61
6334,ยางลบ,2127,2075.19,4413929.12
6335,ยางลบ,4904,4764.86,23366874.87
6336,ยางลบ,3167,3874.51,12270575.04
6337,003 / เครื่องฟอกอากาศ,2086,1208.83,2521615.41
6338,สมุดโน้ต,3184,3731.65,11881563.38
6339,ปากกาลูกลื่น,1167,1708.15,1993415.88
6340,ยางลบ,3017,3017.72,9104460.82
6341,ปากกาลูกลื่น,1265,2930.65,3707269.01
6342,สมุดโน้ต,3288,1193.0,3922592.71
6343,ยางลบ,1516,1868.33,2832382.41
6344,003 / เครื่องฟอกอากาศ,868,1002.88,870503.62
6345,ดินสอ,4929,718.28,3540400.88
6346,สมุดโน้ต,8,4059.57,32476.58
6347,ยางลบ,4600,921.64,4239535.58
6348,ยางลบ,487,1149.53,559818.9
6349,สมุดโน้ต,2938,4365.56,12826005.84
6350,003 / เครื่องฟอกอากาศ,2347,3179.12,7461386.57
6351,ยางลบ,1325,545.18,722361.89
6352,สมุดโน้ต,657,1157.3,760346.49
6353,ยางลบ,3691,1398.99,5163664.32
6354,ดินสอ,2151,1060.47,2281071.96
6355,ดินสอ,2146,4341.01,9315809.53
6356,ปากกาลูกลื่น,3930,442.69,1739759.04
6357,สมุดโน้ต,2962,2817.39,8345094.71
6358,ยางลบ,2050,1654.51,3391755.48
6359,ยางลบ,1600,357.81,572491.61
6360,ปากกาลูกลื่น,2328,3767.28,8770227.11
6361,003 / เครื่องฟอกอากาศ,28,2557.46,71608.77
6362,สมุดโน้ต,1896,1234.72,2341029.3
6363,ยางลบ,294,3465.94,1018986.14
6364,ดินสอ,1313,1353.68,1777381.28
6365,ปากกาลูกลื่น,1306,1406.53,1836931.75
6366,003 / เครื่องฟอกอากาศ,4885,1588.44,7759531.78
6367,ปากกาลูกลื่น,3359,3808.95,12794253.95
6368,003 / เครื่องฟอกอากาศ,1743,689.4,1201623.96
6369,ปากกาลูกลื่น,3708,1819.22,6745682.74
6370,สมุดโน้ต,2111,3036.39,6409814.53
6371,ยางลบ,3850,124.12,477850.78
6372,ดินสอ,4463,476.14,2125015.64
6373,สมุดโน้ต,2464,4965.55,12235104.28
6374,ดินสอ,1977,2551.58,5044465.78
6375,003 / เครื่องฟอกอากาศ,956,870.02,831740.21
6376,สมุดโน้ต,4104,3055.65,12540375.93
6377,ปากกาลูกลื่น,1081,2821.77,3050338.58
6378,003 / เครื่องฟอกอากาศ,2311,759.69,1755633.12
6379,ปากกาลูกลื่น,569,1299.41,739362.24
6380,ปากกาลูกลื่น,2,1774.65,3549.3
6381,ดินสอ,4019,1669.59,6710083.52
6382,ยางลบ,925,3944.29,3648464.82
6383,ดินสอ,4669,378.21,1765852.84
6384,ดินสอ,2418,4296.7,10389409.6
6385,ยางลบ,3108,1260.15,3916544.57
6386,ปากกาลูกลื่น,765,2320.13,1774898.63
6387,สมุดโน้ต,759,350.88,266316.23
6388,ยางลบ,4249,4224.17,17948482.37
6389,ปากกาลูกลื่น,2963,3705.49,10979356.5
6390,สมุดโน้ต,4153,96.84,402194.23
6391,ยางลบ,3789,3101.6,11751950.89
6392,ดินสอ,2161,1406.0,3038370.21
6393,ยางลบ,90,1265.27,113874.06
6394,003 / เครื่องฟอกอากาศ,374,2244.79,839550.47
6395,003 / เครื่องฟอกอากาศ,2833,1903.89,5393718.88
6396,สมุดโน้ต,2850,3039.47,8662478.5
6397,003 / เครื่องฟอกอากาศ,1171,4315.23,5053129.61
6398,ปากกาลูกลื่น,2900,1654.4,4797757.07
6399,ดินสอ,2865,578.97,1658759.52
6400,ดินสอ,2425,4011.36,9727544.33
6401,ดินสอ,2170,236.77,513791.43
6402,003 / เครื่องฟอกอากาศ,984,1105.6,1087905.67
6403,สมุดโน้ต,2603,2314.05,6023482.34
6404,ดินสอ,3849,66.57,256219.06
6405,ดินสอ,4356,1646.0,7169997.65
6406,ดินสอ,1010,2537.52,2562898.68
6407,ดินสอ,1743,2853.14,4973016.01
6408,ยางลบ,1212,247.59,300075.03
6409,003 / เครื่องฟอกอากาศ,4481,4686.96,21002271.73
6410,สมุดโน้ต,1739,2478.3,4309772.34
6411,ยางลบ,4580,3921.52,17960582.97
6412,003 / เครื่องฟอกอากาศ,1539,1084.2,1668588.01
6413,สมุดโน้ต,3956,3557.83,14074783.94
6414,ปากกาลูกลื่น,3554,3911.76,13902411.41
6415,สมุดโน้ต,1210,2954.01,3574357.58
6416,ปากกาลูกลื่น,3949,2286.63,9029888.06
6417,ดินสอ,890,4979.57,4431820.08
6418,003 / เครื่องฟอกอากาศ,2383,3149.26,7504692.48
6419,ดินสอ,1194,1651.64,1972053.89
6420,สมุดโน้ต,3682,573.26,2110744.3
6421,ดินสอ,547,3758.77,2056044.67
6422,ปากกาลูกลื่น,269,2968.48,798522.16
6423,สมุดโน้ต,3808,4897.45,18649508.59
6424,ปากกาลูกลื่น,3893,4374.25,17028936.28
6425,003 / เครื่องฟอกอากาศ,2764,441.43,1220117.04
6426,สมุดโน้ต,1441,4801.29,6918662.91
6427,ปากกาลูกลื่น,1489,4604.33,6855845.49
6428,ปากกาลูกลื่น,3368,391.43,1318321.35
6429,ดินสอ,2362,1025.19,2421493.13
6430,ยางลบ,1979,2326.41,4603972.32
6431,ปากกาลูกลื่น,2348,3474.41,8157911.86
6432,ยางลบ,1661,3148.56,5229750.21
6433,003 / เครื่องฟอกอากาศ,2366,1585.16,3750495.11
6434,ดินสอ,2679,1848.01,4950830.66
6435,ปากกาลูกลื่น,3646,314.45,1146494.81
6436,ปากกาลูกลื่น,1746,1037.68,1811783.93
6437,ดินสอ,4466,1820.87,8131984.13
6438,003 / เครื่องฟอกอากาศ,992,1693.86,1680313.91
6439,ดินสอ,2338,4620.85,10803558.83
6440,003 / เครื่องฟอกอากาศ,934,984.37,919401.67
6441,ยางลบ,1028,1296.82,1333127.71
6442,ดินสอ,459,2272.92,1043269.88
6443,ปากกาลูกลื่น,3509,281.13,986482.69
6444,สมุดโน้ต,3261,3818.62,12452506.65
6445,003 / เครื่องฟอกอากาศ,3019,3917.56,11827120.38
6446,ปากกาลูกลื่น,2473,3992.52,9873490.41
6447,ดินสอ,3620,627.92,2273079.31
6448,สมุดโน้ต,1510,113.69,171675.54
6449,ดินสอ,2242,1804.25,4045135.68
6450,ดินสอ,461,3443.53,1587466.55
6451,สมุดโน้ต,1994,2173.04,4333033.96
6452,ปากกาลูกลื่น,601,2280.54,1370604.0
6453,ดินสอ,2219,3592.63,7972048.04
6454,003 / เครื่องฟอกอากาศ,2322,4232.85,9828677.44
6455,003 / เครื่องฟอกอากาศ,2451,899.69,2205128.45
6456,ปากกาลูกลื่น,4758,162.76,774435.15
6457,003 / เครื่องฟอกอากาศ,70,2328.73,163010.84
6458,ยางลบ,494,786.52,388543.05
6459,ปากกาลูกลื่น,3292,558.51,1838608.97
6460,ปากกาลูกลื่น,3117,1825.69,5690690.42
6461,ปากกาลูกลื่น,1714,4538.52,7779027.09
6462,ปากกาลูกลื่น,4150,3367.81,13976423.55
6463,ดินสอ,2795,3534.03,9877614.51
6464,ยางลบ,3272,507.26,1659738.7
6465,สมุดโน้ต,4313,4487.42,19354224.86
6466,ปากกาลูกลื่น,2956,1673.5,4946852.59
6467,003 / เครื่องฟอกอากาศ,153,4953.43,757875.48
6468,ดินสอ,2857,2717.73,7764558.43
6469,ปากกาลูกลื่น,471,889.61,419008.22
6470,ปากกาลูกลื่น,4690,1338.34,6276791.6
6471,ปากกาลูกลื่น,3983,285.57,1137409.99
6472,ดินสอ,3594,3579.28,12863925.18
6473,ปากกาลูกลื่น,2014,1204.9,2426671.27
6474,ยางลบ,4539,136.45,619365.73
6475,003 / เครื่องฟอกอากาศ,818,3063.13,2505643.63
6476,ปากกาลูกลื่น,3598,2704.25,9729908.71
6477,สมุดโน้ต,4738,4978.46,23587963.27
6478,ปากกาลูกลื่น,3887,2611.4,10150498.65
6479,สมุดโน้ต,4577,287.38,1315340.66
6480,ยางลบ,2944,2456.37,7231548.39
6481,ปากกาลูกลื่น,1514,3713.62,5622420.77
6482,ยางลบ,3013,3255.0,9807325.46
6483,สมุดโน้ต,942,2472.02,2328639.27
6484,สมุดโน้ต,2806,2512.56,7050253.07
6485,ดินสอ,123,2701.55,332291.03
6486,ดินสอ,4761,3906.25,18597665.43
6487,ยางลบ,2182,3828.25,8353232.15
6488,ดินสอ,3636,993.58,3612656.56
6489,ปากกาลูกลื่น,3833,4168.79,15978979.98
6490,ดินสอ,1430,4519.56,6462963.98
6491,ปากกาลูกลื่น,4224,3541.77,14960449.6
6492,สมุดโน้ต,2916,3016.93,8797368.18
6493,003 / เครื่องฟอกอากาศ,4105,2846.15,11683452.38
6494,003 / เครื่องฟอกอากาศ,496,4865.47,2413275.17
6495,สมุดโน้ต,1970,4944.41,9740487.5
6496,ยางลบ,4055,1272.92,5161678.42
6497,003 / เครื่องฟอกอากาศ,3840,4067.25,15618250.55
6498,003 / เครื่องฟอกอากาศ,671,2453.7,1646431.45
6499,ดินสอ,3818,2680.3,10233380.5
6500,ดินสอ,4479,4579.96,20513652.64
6501,ยางลบ,369,2316.45,854769.55
6502,003 / เครื่องฟอกอากาศ,4142,3941.31,16324902.26
6503,สมุดโน้ต,3059,3554.08,10871915.5
6504,สมุดโน้ต,4939,67.14,331590.1
6505,สมุดโน้ต,1466,2350.36,3445621.19
6506,ดินสอ,651,3060.91,1992651.59
6507,ดินสอ,1392,1101.07,1532688.9
6508,ปากกาลูกลื่น,3075,722.66,2222184.05
6509,สมุดโน้ต,4599,506.92,2331331.3
6510,ยางลบ,3723,2181.75,8122658.57
6511,ปากกาลูกลื่น,3515,1770.39,6222915.4
6512,ดินสอ,4245,2121.84,9007210.18
6513,ดินสอ,4442,3866.43,17174660.52
6514,ยางลบ,455,3992.51,1816590.14
6515,ปากกาลูกลื่น,4177,3948.56,16493121.67
6516,สมุดโน้ต,934,1162.4,1085683.48
6517,สมุดโน้ต,652,4187.18,2730038.3
6518,สมุดโน้ต,1802,2610.07,4703347.22
6519,สมุดโน้ต,1355,3122.77,4231347.91
6520,ดินสอ,942,1410.03,1328248.86
6521,ยางลบ,133,4721.19,627918.81
6522,สมุดโน้ต,2915,1534.7,4473648.99
