documentDate,Date,documentNo,billTName,dueDate,product,productQuantity,totalPrice,Price per unit,productCost,Cost per unit,grossProfit,unit,lotNo
2036-02-06,2036-02-06,DO-0007/3477,ลูกค้าต่างประเทศ,2036-07-22,003 / เครื่องฟอกอากาศ,486,1205633.26,2480.73,753507.12,1550.43,37.5,PKG : แพ็ค,
2036-02-07,2036-02-07,DO-0012/5347,ลูกค้าสัญญา,2036-08-20,ดินสอ,996,4119945.42,4136.49,3186116.32,3198.91,22.67,PKG : แพ็ค,
2036-02-08,2036-02-08,DO-0006/2799,ลูกค้าเงินสด,2036-08-06,ดินสอ,38,148869.17,3917.61,132326.15,3482.27,11.11,UNIT : ขวด,
2036-02-09,2036-02-09,DO-0010/1838,ลูกค้าสัญญา,2036-07-19,ดินสอ,444,294121.84,662.44,242075.08,545.21,17.7,PKG : แพ็ค,
2036-02-10,2036-02-10,DO-0007/5211,ลูกค้าเงินสด,2036-04-29,ดินสอ,358,976105.83,2726.55,659112.18,1841.1,32.48,UNIT : ขวด,
2036-02-11,2036-02-11,DO-0008/3959,ลูกค้าเงินสด,2036-09-05,ปากกาลูกลื่น,707,1641863.25,2322.3,1358956.47,1922.14,17.23,UNIT : ขวด,
2036-02-12,2036-02-12,DO-0006/2815,ลูกค้าต่างประเทศ,2036-03-18,ดินสอ,780,3265834.04,4186.97,2802829.89,3593.37,14.18,PKG : แพ็ค,
2036-02-13,2036-02-13,DO-0003/1959,ลูกค้าเงินสด,2036-12-05,ยางลบ,468,1150098.41,2457.48,750074.18,1602.72,34.78,PKG : แพ็ค,
2036-02-14,2036-02-14,DO-0006/9180,ลูกค้าสัญญา,2036-07-12,ปากกาลูกลื่น,919,1152678.05,1254.27,1002956.59,1091.36,12.99,G : กรัม,
2036-02-15,2036-02-15,DO-0001/6141,ลูกค้าสัญญา,2036-07-07,สมุดโน้ต,770,1881685.87,2443.75,1406878.21,1827.11,25.23,PKG : แพ็ค,
2036-02-16,2036-02-16,DO-0001/4685,ลูกค้าต่างประเทศ,2036-11-08,ดินสอ,642,1844013.14,2872.29,1272064.41,1981.41,31.02,G : กรัม,
2036-02-17,2036-02-17,DO-0006/6775,ลูกค้าเงินสด,2036-05-20,สมุดโน้ต,610,1496401.58,2453.12,1140006.85,1868.86,23.82,UNIT : ขวด,
2036-02-18,2036-02-18,DO-0009/2351,ลูกค้าต่างประเทศ,2036-05-09,ดินสอ,170,371658.95,2186.23,313615.03,1844.79,15.62,UNIT : ขวด,
2036-02-19,2036-02-19,DO-0004/3102,ลูกค้าต่างประเทศ,2036-05-19,ยางลบ,547,2372492.66,4337.28,2131693.68,3897.06,10.15,G : กรัม,
2036-02-20,2036-02-20,DO-0006/8721,ลูกค้าเงินสด,2036-10-20,003 / เครื่องฟอกอากาศ,932,637834.57,684.37,454946.85,488.14,28.67,G : กรัม,
2036-02-21,2036-02-21,DO-0003/3018,ลูกค้าสัญญา,2036-04-29,ปากกาลูกลื่น,876,2534720.2,2893.52,1764680.04,2014.47,30.38,PKG : แพ็ค,
2036-02-22,2036-02-22,DO-0005/3412,ลูกค้าสัญญา,2036-12-06,ยางลบ,985,3996402.44,4057.26,2569421.37,2608.55,35.71,PKG : แพ็ค,
2036-02-23,2036-02-23,DO-0006/6723,ลูกค้าต่างประเทศ,2036-03-27,ยางลบ,887,2791169.21,3146.75,2226551.39,2510.2,20.23,G : กรัม,
2036-02-24,2036-02-24,DO-0007/1166,ลูกค้าต่างประเทศ,2036-12-05,003 / เครื่องฟอกอากาศ,949,1961269.48,2066.67,1298932.68,1368.74,33.77,G : กรัม,
2036-02-25,2036-02-25,DO-0001/4837,ลูกค้าสัญญา,2036-09-05,ดินสอ,932,1186162.74,1272.71,807484.96,866.4,31.92,UNIT : ขวด,
2036-02-26,2036-02-26,DO-0006/9895,ลูกค้าเงินสด,2036-10-06,สมุดโน้ต,241,891799.71,3700.41,708741.28,2940.84,20.53,UNIT : ขวด,
2036-02-27,2036-02-27,DO-0012/8179,ลูกค้าเงินสด,2036-08-01,ยางลบ,646,2155900.48,3337.31,1483891.62,2297.05,31.17,G : กรัม,
2036-02-28,2036-02-28,DO-0008/3579,ลูกค้าสัญญา,2037-01-12,003 / เครื่องฟอกอากาศ,857,1859846.45,2170.18,1516574.88,1769.63,18.46,UNIT : ขวด,
2036-02-29,2036-02-29,DO-0012/4103,ลูกค้าเงินสด,2036-08-16,ปากกาลูกลื่น,506,1375644.7,2718.67,1023771.65,2023.26,25.58,G : กรัม,
2036-03-01,2036-03-01,DO-0007/8465,ลูกค้าเงินสด,2036-09-09,ยางลบ,797,2464093.25,3091.71,2060171.87,2584.91,16.39,PKG : แพ็ค,
2036-03-02,2036-03-02,DO-0008/0267,ลูกค้าเงินสด,2036-05-10,ดินสอ,20,1424.82,71.24,1028.72,51.44,27.8,PKG : แพ็ค,
2036-03-03,2036-03-03,DO-0003/1370,ลูกค้าต่างประเทศ,2036-09-22,ดินสอ,44,51173.81,1163.04,39746.0,903.32,22.33,PKG : แพ็ค,
2036-03-04,2036-03-04,DO-0001/6722,ลูกค้าสัญญา,2036-08-21,สมุดโน้ต,889,663524.46,746.37,552102.37,621.04,16.79,UNIT : ขวด,
2036-03-05,2036-03-05,DO-0004/6962,ลูกค้าเงินสด,2036-07-26,ปากกาลูกลื่น,831,1455812.71,1751.88,972581.6,1170.37,33.19,PKG : แพ็ค,
2036-03-06,2036-03-06,DO-0005/1415,ลูกค้าต่างประเทศ,2036-05-21,ยางลบ,500,1824344.95,3648.69,1321766.18,2643.53,27.55,PKG : แพ็ค,
2036-03-07,2036-03-07,DO-0006/4538,ลูกค้าต่างประเทศ,2036-08-27,003 / เครื่องฟอกอากาศ,981,2765124.74,2818.68,2307984.29,2352.69,16.53,UNIT : ขวด,
2036-03-08,2036-03-08,DO-0007/9952,ลูกค้าสัญญา,2036-04-27,ยางลบ,707,3267609.94,4621.8,2216702.67,3135.36,32.16,UNIT : ขวด,
2036-03-09,2036-03-09,DO-0010/3703,ลูกค้าต่างประเทศ,2037-02-25,003 / เครื่องฟอกอากาศ,222,792113.64,3568.08,699508.94,3150.94,11.69,PKG : แพ็ค,
2036-03-10,2036-03-10,DO-0004/6142,ลูกค้าเงินสด,2037-02-04,ปากกาลูกลื่น,871,3148165.34,3614.43,2752014.19,3159.6,12.58,G : กรัม,
2036-03-11,2036-03-11,DO-0010/1193,ลูกค้าสัญญา,2037-01-31,ดินสอ,42,170947.06,4070.17,151398.39,3604.72,11.44,UNIT : ขวด,
2036-03-12,2036-03-12,DO-0012/4446,ลูกค้าสัญญา,2036-10-28,ยางลบ,868,979892.61,1128.91,717376.27,826.47,26.79,UNIT : ขวด,
2036-03-13,2036-03-13,DO-0008/6066,ลูกค้าต่างประเทศ,2036-03-30,ยางลบ,343,1248747.13,3640.66,888413.43,2590.13,28.86,PKG : แพ็ค,
2036-03-14,2036-03-14,DO-0004/4903,ลูกค้าต่างประเทศ,2036-04-14,ปากกาลูกลื่น,803,3545805.04,4415.7,2673388.9,3329.25,24.6,PKG : แพ็ค,
2036-03-15,2036-03-15,DO-0010/4980,ลูกค้าต่างประเทศ,2036-04-12,ปากกาลูกลื่น,415,1909143.87,4600.35,1329512.83,3203.65,30.36,G : กรัม,
2036-03-16,2036-03-16,DO-0002/7551,ลูกค้าสัญญา,2037-01-17,ปากกาลูกลื่น,993,4595375.5,4627.77,2984603.84,3005.64,35.05,UNIT : ขวด,
2036-03-17,2036-03-17,DO-0010/7149,ลูกค้าสัญญา,2036-06-03,ยางลบ,536,1624722.38,3031.2,1443850.0,2693.75,11.13,PKG : แพ็ค,
2036-03-18,2036-03-18,DO-0012/7678,ลูกค้าเงินสด,2037-03-08,สมุดโน้ต,338,1169548.07,3460.2,905957.96,2680.35,22.54,UNIT : ขวด,
2036-03-19,2036-03-19,DO-0009/1848,ลูกค้าสัญญา,2036-06-15,สมุดโน้ต,371,785419.18,2117.03,586410.52,1580.62,25.34,PKG : แพ็ค,
2036-03-20,2036-03-20,DO-0005/8028,ลูกค้าสัญญา,2036-06-27,003 / เครื่องฟอกอากาศ,914,534983.27,585.32,441274.57,482.79,17.52,UNIT : ขวด,
2036-03-21,2036-03-21,DO-0012/9207,ลูกค้าสัญญา,2036-12-04,สมุดโน้ต,609,2058148.89,3379.55,1355410.93,2225.63,34.14,PKG : แพ็ค,
2036-03-22,2036-03-22,DO-0008/4245,ลูกค้าต่างประเทศ,2036-09-09,003 / เครื่องฟอกอากาศ,424,1373270.02,3238.84,1173297.19,2767.21,14.56,G : กรัม,
2036-03-23,2036-03-23,DO-0004/3737,ลูกค้าเงินสด,2036-07-30,003 / เครื่องฟอกอากาศ,639,2610656.8,4085.53,2041930.83,3195.51,21.78,PKG : แพ็ค,
2036-03-24,2036-03-24,DO-0010/8443,ลูกค้าเงินสด,2036-07-31,สมุดโน้ต,293,191335.52,653.02,168417.34,574.8,11.98,G : กรัม,
2036-03-25,2036-03-25,DO-0011/3331,ลูกค้าต่างประเทศ,2037-03-07,ยางลบ,764,932625.2,1220.71,836160.12,1094.45,10.34,UNIT : ขวด,
2036-03-26,2036-03-26,DO-0005/8047,ลูกค้าสัญญา,2036-08-30,ปากกาลูกลื่น,75,155228.55,2069.71,105637.44,1408.5,31.95,G : กรัม,
2036-03-27,2036-03-27,DO-0009/1220,ลูกค้าต่างประเทศ,2036-05-02,ยางลบ,600,483612.02,806.02,353738.41,589.56,26.85,UNIT : ขวด,
2036-03-28,2036-03-28,DO-0003/6032,ลูกค้าสัญญา,2036-08-06,ดินสอ,810,649996.26,802.46,455761.01,562.67,29.88,PKG : แพ็ค,
2036-03-29,2036-03-29,DO-0008/5339,ลูกค้าต่างประเทศ,2037-01-08,ยางลบ,332,713536.58,2149.21,570450.93,1718.23,20.05,PKG : แพ็ค,
2036-03-30,2036-03-30,DO-0002/3504,ลูกค้าเงินสด,2037-01-05,สมุดโน้ต,523,1563934.9,2990.32,961809.09,1839.02,38.5,PKG : แพ็ค,
2036-03-31,2036-03-31,DO-0008/6886,ลูกค้าสัญญา,2037-02-01,ปากกาลูกลื่น,447,364926.58,816.39,253853.51,567.9,30.44,G : กรัม,
2036-04-01,2036-04-01,DO-0006/5359,ลูกค้าสัญญา,2036-06-17,สมุดโน้ต,56,261761.42,4674.31,210517.51,3759.24,19.58,PKG : แพ็ค,
2036-04-02,2036-04-02,DO-0009/1737,ลูกค้าสัญญา,2036-05-03,003 / เครื่องฟอกอากาศ,90,115478.0,1283.09,71524.52,794.72,38.06,UNIT : ขวด,
2036-04-03,2036-04-03,DO-0007/7093,ลูกค้าเงินสด,2037-01-21,สมุดโน้ต,745,1316422.41,1767.01,848784.31,1139.31,35.52,G : กรัม,
2036-04-04,2036-04-04,DO-0005/3822,ลูกค้าสัญญา,2036-12-02,สมุดโน้ต,588,1264385.72,2150.32,784737.09,1334.59,37.94,G : กรัม,
2036-04-05,2036-04-05,DO-0005/3027,ลูกค้าเงินสด,2037-03-28,ปากกาลูกลื่น,818,3308511.08,4044.63,2271065.43,2776.36,31.36,PKG : แพ็ค,
2036-04-06,2036-04-06,DO-0011/6915,ลูกค้าสัญญา,2036-08-29,003 / เครื่องฟอกอากาศ,331,229241.82,692.57,193712.01,585.23,15.5,PKG : แพ็ค,
2036-04-07,2036-04-07,DO-0009/6486,ลูกค้าเงินสด,2036-08-03,สมุดโน้ต,440,2162867.79,4915.61,1750516.6,3978.45,19.07,PKG : แพ็ค,
2036-04-08,2036-04-08,DO-0003/7939,ลูกค้าต่างประเทศ,2036-08-15,003 / เครื่องฟอกอากาศ,260,16357.46,62.91,11116.63,42.76,32.04,UNIT : ขวด,
2036-04-09,2036-04-09,DO-0003/4595,ลูกค้าต่างประเทศ,2037-01-25,003 / เครื่องฟอกอากาศ,196,681460.23,3476.84,590415.04,3012.32,13.36,UNIT : ขวด,
2036-04-10,2036-04-10,DO-0011/3168,ลูกค้าเงินสด,2037-03-29,สมุดโน้ต,731,1932417.88,2643.53,1709346.15,2338.37,11.54,G : กรัม,
2036-04-11,2036-04-11,DO-0009/1370,ลูกค้าต่างประเทศ,2037-03-15,ยางลบ,109,486704.09,4465.18,415662.75,3813.42,14.6,G : กรัม,
2036-04-12,2036-04-12,DO-0010/1935,ลูกค้าเงินสด,2036-07-16,สมุดโน้ต,446,353523.14,792.65,271529.73,608.81,23.19,UNIT : ขวด,
2036-04-13,2036-04-13,DO-0004/8879,ลูกค้าสัญญา,2037-03-31,ปากกาลูกลื่น,747,1275404.75,1707.37,1005553.58,1346.12,21.16,G : กรัม,
2036-04-14,2036-04-14,DO-0007/8336,ลูกค้าสัญญา,2036-06-01,003 / เครื่องฟอกอากาศ,863,1836952.64,2128.57,1499386.91,1737.41,18.38,UNIT : ขวด,
2036-04-15,2036-04-15,DO-0005/5693,ลูกค้าต่างประเทศ,2036-05-06,ปากกาลูกลื่น,513,50023.44,97.51,31775.67,61.94,36.48,PKG : แพ็ค,
2036-04-16,2036-04-16,DO-0002/1411,ลูกค้าเงินสด,2037-01-20,003 / เครื่องฟอกอากาศ,485,1893366.3,3903.85,1299493.35,2679.37,31.37,G : กรัม,
2036-04-17,2036-04-17,DO-0003/7369,ลูกค้าสัญญา,2036-06-19,ดินสอ,907,994618.17,1096.6,876325.34,966.18,11.89,G : กรัม,
2036-04-18,2036-04-18,DO-0012/0850,ลูกค้าสัญญา,2036-11-28,003 / เครื่องฟอกอากาศ,19,76051.0,4002.68,49618.56,2611.5,34.76,PKG : แพ็ค,
2036-04-19,2036-04-19,DO-0010/2709,ลูกค้าสัญญา,2036-05-11,ยางลบ,324,107098.04,330.55,82336.99,254.13,23.12,PKG : แพ็ค,
2036-04-20,2036-04-20,DO-0002/1573,ลูกค้าต่างประเทศ,2036-06-12,ปากกาลูกลื่น,815,708791.67,869.68,600155.59,736.39,15.33,UNIT : ขวด,
2036-04-21,2036-04-21,DO-0001/7162,ลูกค้าสัญญา,2036-09-17,สมุดโน้ต,510,1147608.25,2250.21,689052.15,1351.08,39.96,PKG : แพ็ค,
2036-04-22,2036-04-22,DO-0004/3425,ลูกค้าต่างประเทศ,2036-10-14,ยางลบ,805,1192077.27,1480.84,946094.35,1175.27,20.63,UNIT : ขวด,
2036-04-23,2036-04-23,DO-0002/4110,ลูกค้าต่างประเทศ,2036-10-29,ปากกาลูกลื่น,428,731330.06,1708.72,628680.99,1468.88,14.04,PKG : แพ็ค,
2036-04-24,2036-04-24,DO-0007/8035,ลูกค้าเงินสด,2036-07-29,ปากกาลูกลื่น,417,1260363.29,3022.45,805725.22,1932.19,36.07,UNIT : ขวด,
2036-04-25,2036-04-25,DO-0005/3996,ลูกค้าสัญญา,2036-08-15,ดินสอ,373,1803889.47,4836.16,1524058.72,4085.95,15.51,PKG : แพ็ค,
2036-04-26,2036-04-26,DO-0006/3294,ลูกค้าเงินสด,2036-11-29,ยางลบ,677,256403.38,378.73,213812.96,315.82,16.61,UNIT : ขวด,
2036-04-27,2036-04-27,DO-0007/3513,ลูกค้าต่างประเทศ,2037-03-23,ยางลบ,249,947998.45,3807.22,699378.08,2808.75,26.23,UNIT : ขวด,
2036-04-28,2036-04-28,DO-0009/0424,ลูกค้าเงินสด,2036-05-20,ดินสอ,989,444208.04,449.15,346578.5,350.43,21.98,UNIT : ขวด,
2036-04-29,2036-04-29,DO-0011/9764,ลูกค้าต่างประเทศ,2037-03-10,003 / เครื่องฟอกอากาศ,827,2795336.26,3380.09,1701040.65,2056.88,39.15,G : กรัม,
2036-04-30,2036-04-30,DO-0008/0944,ลูกค้าต่างประเทศ,2036-06-13,ปากกาลูกลื่น,622,1606287.23,2582.46,1011217.03,1625.75,37.05,UNIT : ขวด,
2036-05-01,2036-05-01,DO-0004/3767,ลูกค้าสัญญา,2037-03-21,ดินสอ,269,708312.19,2633.13,536384.86,1994.0,24.27,G : กรัม,
2036-05-02,2036-05-02,DO-0008/4265,ลูกค้าต่างประเทศ,2036-07-16,ปากกาลูกลื่น,96,146285.17,1523.8,100007.6,1041.75,31.64,PKG : แพ็ค,
2036-05-03,2036-05-03,DO-0005/0469,ลูกค้าสัญญา,2036-07-28,003 / เครื่องฟอกอากาศ,934,363516.55,389.2,320200.17,342.83,11.92,UNIT : ขวด,
2036-05-04,2036-05-04,DO-0001/5951,ลูกค้าต่างประเทศ,2036-08-15,ยางลบ,335,124711.34,372.27,80293.32,239.68,35.62,G : กรัม,
2036-05-05,2036-05-05,DO-0010/8296,ลูกค้าต่างประเทศ,2036-09-20,สมุดโน้ต,281,267792.94,953.0,191810.43,682.6,28.37,G : กรัม,
2036-05-06,2036-05-06,DO-0003/9315,ลูกค้าต่างประเทศ,2037-01-30,003 / เครื่องฟอกอากาศ,443,1324707.65,2990.31,1070280.87,2415.98,19.21,G : กรัม,
2036-05-07,2036-05-07,DO-0009/1620,ลูกค้าเงินสด,2036-12-25,ดินสอ,92,354831.51,3856.86,271069.16,2946.4,23.61,UNIT : ขวด,
2036-05-08,2036-05-08,DO-0010/5866,ลูกค้าเงินสด,2036-11-27,ดินสอ,204,673263.32,3300.31,543893.9,2666.15,19.22,PKG : แพ็ค,
2036-05-09,2036-05-09,DO-0009/0663,ลูกค้าเงินสด,2037-04-15,ดินสอ,346,1047806.74,3028.34,769615.59,2224.32,26.55,UNIT : ขวด,
2036-05-10,2036-05-10,DO-0009/9390,ลูกค้าต่างประเทศ,2036-06-17,ยางลบ,57,17726.55,310.99,14945.68,262.2,15.69,UNIT : ขวด,
2036-05-11,2036-05-11,DO-0007/2089,ลูกค้าสัญญา,2037-02-24,สมุดโน้ต,741,1753117.37,2365.88,1274658.85,1720.19,27.29,UNIT : ขวด,
2036-05-12,2036-05-12,DO-0002/1208,ลูกค้าต่างประเทศ,2036-06-30,ดินสอ,952,2373861.58,2493.55,1690113.55,1775.33,28.8,UNIT : ขวด,
2036-05-13,2036-05-13,DO-0001/2392,ลูกค้าเงินสด,2036-12-06,003 / เครื่องฟอกอากาศ,915,4002959.14,4374.82,2819766.76,3081.71,29.56,UNIT : ขวด,
2036-05-14,2036-05-14,DO-0005/5422,ลูกค้าต่างประเทศ,2037-04-05,สมุดโน้ต,472,722444.34,1530.6,482523.81,1022.3,33.21,PKG : แพ็ค,
2036-05-15,2036-05-15,DO-0010/1144,ลูกค้าเงินสด,2036-06-13,ยางลบ,194,889458.56,4584.84,794771.73,4096.76,10.65,G : กรัม,
2036-05-16,2036-05-16,DO-0004/6905,ลูกค้าสัญญา,2036-08-27,สมุดโน้ต,53,191665.1,3616.32,160397.36,3026.37,16.31,UNIT : ขวด,
2036-05-17,2036-05-17,DO-0006/8027,ลูกค้าต่างประเทศ,2036-12-21,ยางลบ,725,3302572.69,4555.27,2079370.08,2868.1,37.04,G : กรัม,
2036-05-18,2036-05-18,DO-0004/5158,ลูกค้าต่างประเทศ,2036-07-22,ปากกาลูกลื่น,811,2080470.55,2565.32,1323919.13,1632.45,36.36,UNIT : ขวด,
2036-05-19,2036-05-19,DO-0001/2559,ลูกค้าเงินสด,2037-05-17,ปากกาลูกลื่น,626,752942.12,1202.78,550084.9,878.73,26.94,PKG : แพ็ค,
2036-05-20,2036-05-20,DO-0001/6225,ลูกค้าต่างประเทศ,2036-10-13,ดินสอ,363,42572.96,117.28,33312.66,91.77,21.75,G : กรัม,
2036-05-21,2036-05-21,DO-0003/0849,ลูกค้าต่างประเทศ,2036-07-05,สมุดโน้ต,845,3309298.26,3916.33,2029621.63,2401.92,38.67,UNIT : ขวด,
2036-05-22,2036-05-22,DO-0007/5450,ลูกค้าต่างประเทศ,2036-11-07,ปากกาลูกลื่น,703,2278994.57,3241.81,1676333.16,2384.54,26.44,G : กรัม,
2036-05-23,2036-05-23,DO-0012/8590,ลูกค้าต่างประเทศ,2036-09-08,สมุดโน้ต,860,1558441.16,1812.14,975797.64,1134.65,37.39,G : กรัม,
2036-05-24,2036-05-24,DO-0011/1747,ลูกค้าสัญญา,2036-12-10,ยางลบ,170,554183.72,3259.9,416327.49,2448.99,24.88,UNIT : ขวด,
2036-05-25,2036-05-25,DO-0012/6870,ลูกค้าต่างประเทศ,2037-02-01,ดินสอ,356,195014.56,547.79,155519.35,436.85,20.25,UNIT : ขวด,
2036-05-26,2036-05-26,DO-0003/9651,ลูกค้าสัญญา,2036-08-22,สมุดโน้ต,978,1570550.16,1605.88,1060682.0,1084.54,32.46,PKG : แพ็ค,
2036-05-27,2036-05-27,DO-0010/9453,ลูกค้าสัญญา,2036-06-01,ปากกาลูกลื่น,755,3297411.37,4367.43,2858753.0,3786.43,13.3,PKG : แพ็ค,
2036-05-28,2036-05-28,DO-0001/0556,ลูกค้าเงินสด,2036-08-11,สมุดโน้ต,480,2164386.48,4509.14,1525497.58,3178.12,29.52,UNIT : ขวด,
2036-05-29,2036-05-29,DO-0009/6683,ลูกค้าเงินสด,2036-10-16,003 / เครื่องฟอกอากาศ,442,629160.53,1423.44,390212.39,882.83,37.98,G : กรัม,
2036-05-30,2036-05-30,DO-0005/3198,ลูกค้าต่างประเทศ,2036-12-25,003 / เครื่องฟอกอากาศ,283,381626.9,1348.5,252232.86,891.28,33.91,PKG : แพ็ค,
2036-05-31,2036-05-31,DO-0011/0415,ลูกค้าเงินสด,2036-10-12,สมุดโน้ต,649,2876993.07,4432.96,2484558.54,3828.29,13.64,PKG : แพ็ค,
2036-06-01,2036-06-01,DO-0002/5042,ลูกค้าเงินสด,2036-12-19,ปากกาลูกลื่น,854,793762.77,929.46,559585.28,655.25,29.5,PKG : แพ็ค,
2036-06-02,2036-06-02,DO-0002/5589,ลูกค้าสัญญา,2036-12-12,สมุดโน้ต,637,2470618.91,3878.52,2034529.98,3193.92,17.65,G : กรัม,
2036-06-03,2036-06-03,DO-0003/9616,ลูกค้าต่างประเทศ,2036-08-30,ปากกาลูกลื่น,96,372284.66,3877.97,306759.55,3195.41,17.6,G : กรัม,
2036-06-04,2036-06-04,DO-0008/7389,ลูกค้าต่างประเทศ,2036-08-31,003 / เครื่องฟอกอากาศ,928,3091285.75,3331.13,2191495.69,2361.53,29.11,PKG : แพ็ค,
2036-06-05,2036-06-05,DO-0012/5719,ลูกค้าสัญญา,2037-04-18,สมุดโน้ต,592,1734118.61,2929.25,1263167.28,2133.73,27.16,UNIT : ขวด,
2036-06-06,2036-06-06,DO-0001/6103,ลูกค้าต่างประเทศ,2037-03-10,003 / เครื่องฟอกอากาศ,712,2574348.47,3615.66,2134141.01,2997.39,17.1,PKG : แพ็ค,
2036-06-07,2036-06-07,DO-0009/5787,ลูกค้าสัญญา,2036-10-04,ปากกาลูกลื่น,464,31798.09,68.53,22822.62,49.19,28.23,PKG : แพ็ค,
2036-06-08,2036-06-08,DO-0012/9574,ลูกค้าต่างประเทศ,2036-11-10,003 / เครื่องฟอกอากาศ,603,1185474.99,1965.96,916687.17,1520.21,22.67,UNIT : ขวด,
2036-06-09,2036-06-09,DO-0003/3503,ลูกค้าเงินสด,2036-08-21,003 / เครื่องฟอกอากาศ,397,360560.27,908.21,303586.02,764.7,15.8,UNIT : ขวด,
2036-06-10,2036-06-10,DO-0008/4821,ลูกค้าสัญญา,2037-04-16,ยางลบ,40,10877.92,271.95,9481.42,237.04,12.84,UNIT : ขวด,
2036-06-11,2036-06-11,DO-0008/9373,ลูกค้าเงินสด,2037-04-07,ดินสอ,926,3929749.21,4243.79,3013414.85,3254.23,23.32,UNIT : ขวด,
2036-06-12,2036-06-12,DO-0003/7401,ลูกค้าเงินสด,2036-07-13,ยางลบ,523,1743013.73,3332.72,1158465.63,2215.04,33.54,G : กรัม,
2036-06-13,2036-06-13,DO-0006/7391,ลูกค้าต่างประเทศ,2036-09-21,ดินสอ,374,1413039.81,3778.18,978417.39,2616.09,30.76,UNIT : ขวด,
2036-06-14,2036-06-14,DO-0012/2523,ลูกค้าเงินสด,2036-07-15,ดินสอ,83,36390.31,438.44,23621.14,284.59,35.09,UNIT : ขวด,
2036-06-15,2036-06-15,DO-0001/0477,ลูกค้าต่างประเทศ,2037-01-11,003 / เครื่องฟอกอากาศ,944,1830310.0,1938.89,1211835.72,1283.72,33.79,PKG : แพ็ค,
2036-06-16,2036-06-16,DO-0008/5211,ลูกค้าเงินสด,2037-03-08,ปากกาลูกลื่น,120,497896.12,4149.13,390281.65,3252.35,21.61,G : กรัม,
2036-06-17,2036-06-17,DO-0002/5729,ลูกค้าสัญญา,2036-12-22,ยางลบ,711,998839.97,1404.84,858066.15,1206.84,14.09,PKG : แพ็ค,
2036-06-18,2036-06-18,DO-0002/9604,ลูกค้าสัญญา,2037-02-18,ปากกาลูกลื่น,487,591409.3,1214.39,429501.48,881.93,27.38,UNIT : ขวด,
2036-06-19,2036-06-19,DO-0007/5120,ลูกค้าต่างประเทศ,2037-02-03,ดินสอ,566,129122.57,228.13,108545.66,191.78,15.94,PKG : แพ็ค,
2036-06-20,2036-06-20,DO-0002/8434,ลูกค้าสัญญา,2036-10-26,ปากกาลูกลื่น,944,451377.45,478.15,292762.46,310.13,35.14,UNIT : ขวด,
2036-06-21,2036-06-21,DO-0002/9606,ลูกค้าเงินสด,2036-10-02,003 / เครื่องฟอกอากาศ,42,11872.3,282.67,8946.28,213.01,24.65,G : กรัม,
2036-06-22,2036-06-22,DO-0011/6231,ลูกค้าสัญญา,2036-08-21,ยางลบ,644,1716649.2,2665.6,1179558.31,1831.61,31.29,G : กรัม,
2036-06-23,2036-06-23,DO-0008/0713,ลูกค้าสัญญา,2036-07-18,ดินสอ,957,3794649.67,3965.15,2816707.06,2943.27,25.77,G : กรัม,
2036-06-24,2036-06-24,DO-0010/6361,ลูกค้าเงินสด,2037-05-05,ปากกาลูกลื่น,381,1524603.0,4001.58,1219024.1,3199.54,20.04,PKG : แพ็ค,
2036-06-25,2036-06-25,DO-0002/0590,ลูกค้าต่างประเทศ,2037-05-24,003 / เครื่องฟอกอากาศ,938,3248388.03,3463.1,2078662.32,2216.06,36.01,G : กรัม,
2036-06-26,2036-06-26,DO-0005/5903,ลูกค้าสัญญา,2037-01-13,ปากกาลูกลื่น,39,162528.6,4167.4,131056.88,3360.43,19.36,UNIT : ขวด,
2036-06-27,2036-06-27,DO-0004/8146,ลูกค้าสัญญา,2036-10-17,ปากกาลูกลื่น,399,253826.89,636.16,187251.57,469.3,26.23,UNIT : ขวด,
2036-06-28,2036-06-28,DO-0006/2408,ลูกค้าเงินสด,2036-09-09,003 / เครื่องฟอกอากาศ,646,2725640.44,4219.26,1777195.04,2751.08,34.8,G : กรัม,
2036-06-29,2036-06-29,DO-0001/2917,ลูกค้าต่างประเทศ,2037-02-13,สมุดโน้ต,304,1368270.9,4500.89,985334.83,3241.23,27.99,G : กรัม,
2036-06-30,2036-06-30,DO-0009/5463,ลูกค้าเงินสด,2037-05-13,สมุดโน้ต,303,353839.54,1167.79,292690.22,965.97,17.28,PKG : แพ็ค,
2036-07-01,2036-07-01,DO-0008/4025,ลูกค้าต่างประเทศ,2037-02-02,ยางลบ,972,3048644.13,3136.47,1922291.6,1977.67,36.95,PKG : แพ็ค,
2036-07-02,2036-07-02,DO-0007/6114,ลูกค้าต่างประเทศ,2037-03-25,สมุดโน้ต,162,368522.55,2274.83,298042.71,1839.77,19.12,UNIT : ขวด,
2036-07-03,2036-07-03,DO-0010/7374,ลูกค้าต่างประเทศ,2036-11-06,003 / เครื่องฟอกอากาศ,230,552788.18,2403.43,414304.33,1801.32,25.05,UNIT : ขวด,
2036-07-04,2036-07-04,DO-0006/1342,ลูกค้าต่างประเทศ,2036-11-20,ดินสอ,589,229845.52,390.23,159844.83,271.38,30.46,PKG : แพ็ค,
2036-07-05,2036-07-05,DO-0010/6028,ลูกค้าเงินสด,2036-11-05,สมุดโน้ต,264,662839.16,2510.75,579422.81,2194.78,12.58,PKG : แพ็ค,
